0.000000, 51.000000, 68.360001
16.010000, 51.099998, 68.360001
48.210000, 51.000000, 68.360001
56.190000, 51.000000, 68.180000
64.310000, 51.000000, 68.360001
96.590000, 51.099998, 68.180000
120.620000, 51.200001, 68.180000
168.970000, 51.099998, 68.360001
184.850000, 51.099998, 68.180000
192.760000, 51.000000, 68.180000
200.890000, 51.099998, 68.180000
265.320000, 51.099998, 68.180000
273.300000, 51.000000, 68.180000
321.790000, 51.099998, 68.180000
329.680000, 51.099998, 68.180000
402.180000, 51.200001, 68.180000
418.000000, 51.299999, 68.360001
441.980000, 51.299999, 68.180000
498.060000, 51.299999, 68.180000
522.300000, 51.200001, 68.180000
